NAME	SMILE Format
Edeine F	N=C(N)NCCCCNCCCNC(CNC(CC(O)C(N)CCCC(NC(C(CN)NC(C(O)CNC(CC(N)C1=CC=CC=C1)=O)=O)=O)C(O)=O)=O)=O
Edeine F	N=C(N)NCCCCNCCCNC(CNC(CC(O)C(N)CCCC(NC(C(CN)NC(C(O)CNC(CC(N)C1=CC=CC=C1)=O)=O)=O)C(O)=O)=O)=O
Fluvirucin B	CCC1CCCC(CC)CCC(C(CCCNC1=O)CC)OC(OC(C2O)C)C(C2N)OC(OC(C3OC(OC(C4O)CO)C(C4O)O)CO)C(C3O)O
5-Hydroxytryptamine	OC(C(O)C1O)C(COC2OC(CO)C(O)C(O)C2O)OC1OC3=CC4=C(NC=C4CCNC(CCCCCCC/C=C/CCCCCC(O)CC)=O)C=C3
Kirrothricin	O=C1C(C(/C(C)=C/C=C/C=C/C=C/C(O)C(O)C(C)C(OC)/C(C)=C/C=C/CNC([C@H](CC)[C@@](C[C@H](O)C(C)2C)(O)O[C@@]2([H])/C=C/C=C\C)=O)=O)=C(O)CCN1C
Factumycin	C/C=C/C=C\C(O1)C(C)(C)C(O)CC1(O)C(CC)C(NC/C=C\C=C(C)\C(OC)C(C)C(O)C(O)/C=C/C=C\C=C\C=C(C)\C(C2=C(O)CCN(C)C2=O)=O)=O
Motuporin	CC(/C=C(C)/C=C/C(NC(C(NC(C(C)C(NC(/C(N1C)=C/C)=O)C(O)=O)=O)C(C)CC)=O)C(C(NC(C(O)=O)CCC1=O)=O)C)C(OC)CC2=CC=CC=C2
5-Hydroxytryptamine	OC(C(O)C1O)C(COC2OC(CO)C(O)C(O)C2O)OC1OC3=CC4=C(NC=C4CCNC(CCCCCCCCCCCCCCC(O)CC)=O)C=C3
5-Hydroxytryptamine	OC(C(O)C1O)C(COC2OC(CO)C(O)C(O)C2O)OC1OC3=CC4=C(NC=C4CCNC(CCCCCCCCCCCCCCCC(O)C)=O)C=C3
Antibiotic B 1625FA<p2>2^b-1<p0>	O=C(NC(C(NC(C(C)C)C(N(CC(N(CC(N(C)C(C(C)C)C(O)=O)=O)C)=O)C)=O)=O)C(O)C)C(C1=C2OC(C(C(C(O)=O)=C3N)=N1)=C(C3=O)C)=CC=C2C
Haligramide A	O=C(C1=CSC(C(NC2=O)CC3=CC=CC=C3)=N1)NC(CCSC)C(N(CCC4)C4C(N(CCC5)C5C(NC(CCSC)C(N6C2CCC6)=O)=O)=O)=O
Microcin	O=C(NCC(NCC(NCC(NCC(NCC(NCC(NCC(NCC(NCC=O)=O)=O)=O)=O)=O)=O)=O)=O)C(C(C)CC)NC(CNC(C(C(C)C)N)=O)=O
Bouvardin	CN(C(C(C)NC(C(CC1=CC=C(OC)C=C1)N2C)=O)=O)C(CC3=CC=C(O4)C=C3)C(N(C(CC5=CC=C(OC)C4=C5)C(NC(C)C(NC(CC)C2=O)=O)=O)C)=O
Ochrobactin C	O=C(CC(O)(C(O)=O)CC(NC(C(O)=O)CCCCN(O)C(/C=C/CCCCCCC)=O)=O)NC(CCCCN(C(/C=C/CCCCCCC)=O)O)C(O)=O
Dolastatin 10	O=C(NC(C(N(C)C(C(OC)CC(N1CCCC1C(OC)C(C(NC(C2=NC=CS2)CC3=CC=CC=C3)=O)C)=O)C(C)CC)=O)C(C)C)C(N(C)C)C(C)C
Cyclocinamide A	O=C(C(O)CN1)NC(CC2=CNC3=C2C=C(Br)C=C3)C(NCC(NC(CNC(C4=CC(Cl)=C(Cl)N4C)=O)=O)C(NC(CC(N)=O)C1=O)=O)=O
Mycobactin	O=C(N(CCCCC(NC(C(CO1)N=C1C2=C(C)C=CC=C2O)=O)C(OC(C)CC(NC(C3=O)CCCCN3O)=O)=O)O)/C=C\CCCCCCCCCCC
Nocardimicin	O=C(NC(CCCCN(O)C(C)=O)C(OC(CCCCCCCCCCCCC)C(C)C(NC1CCCCN(O)C1=O)=O)=O)C2=COC(C3=C(O)C=CC=C3)=N2
Tubulysins	CN1CCCCC1C(NC(C(C)CC)C(N(COC(C)=O)C(C(C)C)CC(C2=NC(C(NC(CC3=CC=CC=C3)CC(C)C(O)=O)=O)=CS2)OC(C)=O)=O)=O
Basidiochrome	OC(C/C(C)=C\C(N(O)CCCC(NC(C(CCCN(O)C(/C=C(C)\CC(O)=O)=O)N)=O)C(NC(C(O)=O)CCCN(O)C(/C=C(C)\CC(O)=O)=O)=O)=O)=O
Cephabacin H3; TAN-547 F	O=C1N(C(C(O)=O)=C(COC(C[C@@H](O)[C@H](CCCNC(N)=N)NC([C@H](C)NC(C(C)NC(C(C)N)=O)=O)=O)=O)CS2)C2[C@@H]1NC(CCC[C@@H](N)C(O)=O)=O
Bouvardin	CN(C(C(C)NC(C(CC1=CC=C(OC)C=C1)N2C)=O)=O)C(CC3=CC=C(O4)C=C3)C(N(C(CC5=CC=C(OC)C4=C5)C(NC(C)C(NC(CO)C2=O)=O)=O)C)=O
RA-VIII	CC(NC(C(N(C)C(C(N1C)=O)CC2=CC=C(OC3=CC(CC1C(NC(C(NC(C4=O)C(O)C)=O)C)=O)=CC=C3O)C=C2)=O)=O)C(N4C)CC5=CC=C(OC)C=C5
Kasumigamide	OC(C(C(C1=CC=CC=C1)O)NC(C(CCCNC(N)=N)NC(CC(O)C(CC2=CNC3=C2C=CC=C3)NC(CCNC(C(O)CC4=CC=CC=C4)=O)=O)=O)=O)=O
Phyllanthusol B	O=C(O[C@@H]1C[C@H](O)C(O)[C@@H](O)[C@H]1OC2OC(CO)C(O)C(O)C2NC(C)=O)C3CC4C(C(O)C5(OCC(C)C(OC(C6=CC=C(O)C=C6)=O)C5)O4)(O)C(O)C3
Carboxymycobactins	CC1OC(C2=CC=CC=C2O)=NC1C(NC(C(OC(C(C)C(NC3C(N(O)CCCC3)=O)=O)CC)=O)CCCCN(O)C(/C=C\CCCCCCC(O)=O)=O)=O
Antibiotic YF 044P-D	O=C(NC(C(NC(C(O)CC(NC(C(NC(CC1=CC=CC=C1)C(O)CC(O)=O)=O)C)=O)CC2=CC=CC=C2)=O)C(C)C)C(C(C)C)NC(CC3=CC=CC=C3)=O
Antibiotic BE 32030	OC1=CC=CC=C1C2=NC(C)(C(NC(CCCCN(O)C(CCCCCCCCCCCCC)=O)C(OC(C)CC(NC3C(N(O)CCCC3)=O)=O)=O)=O)CO2
Nephilatoxin 3	O=C(CC(NC(C(CCCN)NC(CC1=CNC2=C1C=CC(O)=C2)=O)=O)C(NCCCCCNC(CCNCCCCNC(CCNCCCCN)=O)=O)=O)N
Acanthacerebroside C	OC1C(C(C(OC1OCC(C(C(CCCCCCCC/C=C/CCCCCCCC)O)O)NC(C(CCCCCCCCCCCCCC)O)=O)CO)O)O
Astrocerebrosides	OC(C(OCC(NC(C(CCCCCCCCCCCCCC)O)=O)C(C(CCCC/C=C/CCCCCCCCCCCC)O)O)OC1CO)C(C1O)O
Tunicamycin A; Streptovirudin-A2	O=C(NC1=O)N(C=C1)[C@H](O[C@@H]2C(O)C[C@H]3O[C@H]([C@H](NC(/C=C/CCCCCCC(C)C)=O)[C@@H](O)[C@H]3O)O[C@H](O[C@@H](CO)[C@@H]4O)[C@@H](NC(C)=O)C4O)[C@H](O)[C@@H]2O
<h1>N<h0>-Deacyltunicamycin	OC(C(OC(OC(C(C1O)NC(C)=O)OC(C1O)CO)C2NC(/C=C\CCCCCCC(C)C)=O)CC(C(OC3N4C=CC(NC4=O)=O)C(C3O)O)O)C2O
Phalloidin	CC1NC(C2N(CC(O)C2)C(C(NC(C(C(C)O)NC(C(NC3=O)C)=O)=O)CSC(NC4=C5C=CC=C4)=C5CC(C(NC3CC(CO)(O)C)=O)NC1=O)=O)=O
YM 254890	CC(OC(C(N(C)C1=O)C(OC)C)=O)C(NC(C)=O)C(OC(C(N(C(C(NC(C)C(N(C(C(NC1C(C(C)C)O)=O)C)C)=O)=O)=C)C)=O)CC2=CC=CC=C2)=O
Haliclonamide B	O=C(NC1C(C)CC)C2C(C)OC(C3CCCN3C(C(NC(C4=COC(C(C)NC(C5CCCN5C(C6CCCN6C1=O)=O)=O)=N4)=O)CC7=CC=C(O)C=C7)=O)=N2
Naphthomycin J	O=C(C1=C2C(C(/C(C)=C/C(C(O)C(/C=C/C(O)C/C=C(C(CC3O)=O)\C)C)C)=O)=C(O)C(C)=C1)C(NC(/C=C/C=C/C=C/C3C)=O)=C(C2=O)SCCNC(C)=O
Phomopsin A	O=C(C(C(O)C(C=C1Cl)=CC(OC2(C)CC)=C1O)NC)NC(C(NC2C(N3C(C(N/C(C(N/C(C(O)=O)=C/C(O)=O)=O)=C(CC)\C)=O)C=CC3)=O)=O)C(C)=C
Amonabactin T 789	NC(C(NC(CCCCNC(C(C=CC=C1O)=C1O)=O)C(NC(CC2=CNC3=CC=CC=C23)C(O)=O)=O)=O)CCCCNC(CNC(C(C=CC=C4O)=C4O)=O)=O
Cephabacin F5; TAN-592 B	O=C1[C@](NC(CCC[C@@H](N)C(O)=O)=O)(NC=O)C2N1C(C(O)=O)=C(COC(C[C@@H](O)[C@H](CCCNC(N)=N)NC([C@H](CO)NC([C@H](CO)N)=O)=O)=O)CS2
Cephabacin F	O=C(O)C1=C(CSC(N21)C(NC=O)(C2=O)NC(CCCC(C(O)=O)N)=O)COC(CC(C(CCCNC(N)=N)NC(C(NC(C(CO)N)=O)CO)=O)O)=O
Streptovirudine-A1	O=C(NC1=O)N(CC1)[C@H](O[C@@H]2C(O)C[C@H]3O[C@H]([C@H](NC(/C=C/CCCCCCC(C)C)=O)[C@@H](O)[C@H]3O)O[C@H](O[C@@H](CO)[C@@H]4O)[C@@H](NC(C)=O)C4O)[C@H](O)[C@@H]2O
<h1>N<h0>-Deacyltunicamycin	OC(C(OC(OC(C(C1O)NC(C)=O)OC(C1O)CO)C2NC(/C=C\CCCCCCC(C)C)=O)CC(C(OC3N4CCC(NC4=O)=O)C(C3O)O)O)C2O
Nostocyclopeptide A2	O=C(C(NC(C(C(CC)C)NC(C(NC(CNC1=O)=O)CCC(N)=O)=O)=O)CO)N2C(C(NC(CC3=CC=CC=C3)/C=N/C1CC4=CC=C(O)C=C4)=O)CC(C)C2
Patellamide E	CC1OC(C(NC(C2=CSC3=N2)=O)C(C)C)=NC1C(NC(C4=NC(C(NC(C5=NC(C(NC3CC6=CC=CC=C6)=O)C(C)O5)C(C)CC)=O)=CS4)C(C)C)=O
Antibiotic GE 23077B<p2>1<p0>	NC(C(O)C(O)C(NC1=O)C(NC(C(NCC(O)C(NC(C(O)=O)C(NC(NC(CC(C)C)=O)C(NC(CO)C(NC1C(C)C)=O)=O)=O)=O)=O)C(O)C)=O)=O
Taxol	CC1=C(C(OC(C)=O)C(C2(C)C(O)CC3C(CO3)(OC(C)=O)C2C4OC(C5=CC=CC=C5)=O)=O)C(C)(C)C4(O)CC1OC(C(O)C(C6=CC=CC=C6)NC(C)=O)=O
Ganefromycin ^d<p2>1<p0>	OC1C(C)(C)C(/C=C/C=C\C)OC(C(COC2CC(O)C(O)C(C)O2)C(NC/C=C/C=C(C)/C(O)C(C)C3OC(/C=C/C=C/C=C/C(O)=O)C(O)C3)=O)(O)C1O
Schizopeptin 791	O=C(N(C)C(C)C(NC1CC2=CC=CC=C2)=O)C(CCC3=CC=CC=C3)NC(C(C(C)CC)NC(C(NC(NC(C(O)=O)C(C)CC)=O)CCCCNC1=O)=O)=O
Depsidomycin	O=C(N1C(CCCN1)C(OC(C(C(NC(C(N2)=O)CC(C)C)=O)NC(C(NC=O)C(C)CC)=O)C)=O)C(NC(C3CCCNN3C(C2C(C)C)=O)=O)CC(C)C
Clavamine	OC1=CC(O)=CC=C1CC(NC(C(NCCCCCNC(CCNCCCCNC(C(NC(CNC(C(N)CCCNC(N)=N)=O)=O)C)=O)=O)=O)CC(N)=O)=O
Factumycin	C/C=C/C=C\C(O1)C(C)(C)C(O)CC1(OC)C(CC)C(NC/C=C\C=C(C)\C(OC)C(C)C(O)C(O)/C=C/C=C\C=C\C=C(C)\C(C2=C(O)C=CN(C)C2=O)=O)=O
Onnamide A	OC(C(NC(OCO1)C(C1C2OC)OC(CC(CCCCC/C=C/C=C/C(NC(C(O)=O)CCCNC(N)=N)=O)=O)C2(C)C)=O)C(OC)(OC(C3C)C)CC3=C
Anabaenopeptin J	CC(C)C(NC(C(CCCCN1)NC(NC(C(C)CC)C(O)=O)=O)=O)C(NC(CCC2=CC=C(O)C=C2)C(N(C)C(C)C(NC(CC3=CC=CC=C3)C1=O)=O)=O)=O
Kulolide 1	C#CCCCC(C1(C)C)OC(C(C)NC(C(C(C)C)NC(C2N(CCC2)C(C(CC3=CC=CC=C3)OC(C(C(C)C)N(C)C(C(C(C)C)NC1=O)=O)=O)=O)=O)=O)=O
Argyrins	CC(NC(CN(C)C(C(NC(C(C)NC(CNC(C(CC1=CNC2=C1C=CC=C2)NC(C(CC3=CNC4=C3C=CC=C4)NC5=O)=O)=O)=O)=O)=C)=O)=O)C6=NC5=CS6
Heneicomycin; A-21-A; 3-Deoxyaurodox	O=C1C(C(/C(C)=C/C=C/C=C/C2OC([C@@H](O)[C@H]2O)[C@H](C)[C@H](OC)/C(C)=C/C=C/CNC([C@@H](CC)[C@@](C[C@H](O)C(C)3C)(O)O[C@H]3/C=C/C=C\C)=O)=O)=C(O)C=CN1C
Mocimycin	C/C=C\C=C\C(C1(C)C)OC(O)(CC1O)C(C(NC/C=C\C=C(C(OC)C(C)C(OC2/C=C\C=C\C=C(C)/C(C(C3=O)=C(C=CN3C)O)=O)C(C2O)O)/C)=O)CC
Patellamide G	O=C(C1C(C)OC2=N1)NC(CC3=CC=CC=C3)C4=NC(C(NC(C(C)CC)C(NC(C(NC(C)C5=NC(C(NC2CC(C)C)=O)=CS5)=O)C(O)C)=O)=O)=CS4
Citrusin VI	O=C(NC(C(NCC(NCC(NC1CC(C)C)=O)=O)=O)CC2=CC=CC=C2)C3N(C(C4N(C(C(NC(C(NC1=O)CC(C)C)=O)CC(C)C)=O)CCC4)=O)CCC3
Citrusin VII	OC1=CC=C(CC(C(NC(CC2=CC=CC=C2)C(NCC(NC(CC(O)=O)C(NC3CC(C)C)=O)=O)=O)=O)NC(C(C(O)C)NC(C(C(C)C)NC3=O)=O)=O)C=C1
Virginiamycin S<p2>1<p0>	OC1=C(C(NC(C(OC2=O)C)C(NC(C(N3CCCC3C(N(C(CC4=CC=CC=C4)C(N5C(C(NC2C6=CC=CC=C6)=O)CCC5)=O)C)=O)=O)CC)=O)=O)N=CC=C1
Onnamide A	OC(C(NC(OCO1)C(C1C2OC)OC(CC(O)CCCCC/C=C/C=C/C(NC(C(O)=O)CCCNC(N)=N)=O)C2(C)C)=O)C(OC)(OC(C3C)C)CC3=C
Piperastatin B	O=C(C(C(C)C)NC(C(CC(C)C)NC(C(C(C)O)NC(C(C(C)C)NC=O)=O)=O)=O)N(NCCC1)C1C(NC(CC(C)C)C(N(NCCC2)C2C(O)=O)=O)=O
Piperastatin B	O=CNC(C(C)C)C(NC(C(C)O)C(NC(CC(C)C)C(NC(C(C)C)C(N1C(C(NC(CC(C)C)C(N2C(C(O)=O)CCCN2)=O)=O)CCCN1)=O)=O)=O)=O
Kulolide 1	C=CCCCC(C1(C)C)OC(C(C)NC(C(C(C)C)NC(C2N(CCC2)C(C(CC3=CC=CC=C3)OC(C(C(C)C)N(C)C(C(C(C)C)NC1=O)=O)=O)=O)=O)=O)=O
Majusculamide D	CC(C(N(C)C(C(NC(C(N(C)C(C(C)C)C(N1C(C(N2C(C=CC2=O)C)=O)CCC1)=O)=O)C(OC(C)=O)C)=O)CC3=CC=C(OC)C=C3)=O)CC(C)CCCC
Apratoxin E	COC1=CC=C(CC(NC(CCC2CSC3=N2)=O)C(N(C(C)C(N(C)C(C(CC)C)C(N4C(C(OC(CC(C)C/C=C\3)C(C)(C)C)=O)CCC4)=O)=O)C)=O)C=C1
Edeine-B1; Guanyl-edein-A1	N=C(N)NCCCCNCCCNC(CNC(CC(O)C(N)CCCC(NC(C(CN)NC(C(O)CNC(CC(N)C(C=C1)=CC=C1O)=O)=O)=O)C(O)=O)=O)=O
Mocimycin; Kirromycin; Delvomycin; MYC 8003; Demethylaurodox	O[C@@](O[C@@H](/C=C/C=C\C)C(C)1C)([C@H](CC)C(NC/C=C/C=C(C)/[C@@H](OC)[C@@H](C)C([C@@H](O)[C@H]2O)OC2/C=C/C=C/C=C(C)/C(C3=C(O)C=CNC3=O)=O)=O)[C@H](O)[C@@H]1O
Mocimycin	C/C=C\C=C\C(C(C)(C1O)C)OC(C(C(NC/C=C\C=C(C(OC)C(C2C(O)C(O)C(O2)/C=C\C=C\C=C(C)/C(C3=C(O)C=CNC3=O)=O)C)/C)=O)CC)(C1O)O
Ulithiacyclamide B	CC(OC(C(CSSCC1N2)NC(C3=CSC(C(NC(C(N=C1O4)C4C)=O)CC(C)C)=N3)=O)=N5)C5C(NC(C6=NC(C2=O)=CS6)CC7=CC=CC=C7)=O
Amidomycin	O=C1NC(C(C)C)C(OC(C(C)C)C(NC(C(C)C)C(OC(C(C)C)C(NC(C(C)C)C(OC(C(C)C)C(NC(C(C)C)C(OC1C(C)C)=O)=O)=O)=O)=O)=O)=O
Bottromycin-B1; Amethobottromycin-B	O=C(C(C(C)C)NC(C(C(C)(C)C)NC(C(C)(C)C)=O)=O)N(CCC1)C1C(NCC(NC(C(C)C2=CC=CC=C2)C(NC(CC(OC)=O)C3=NC=CS3)=O)=O)=N
Itralamide B	O=C(C(N(C)C(C(NC(C(C)N(C)C(C1N(C)C(CC(C)C(Cl)Cl)=O)=O)=O)C(C)C)=O)C)N(C)C(CC2=CC=CC=C2)C(NC(C(C)C)C(OC1C)=O)=O
Kulolide 1	CCCCCC(C1(C)C)OC(C(C)NC(C(C(C)C)NC(C2N(CCC2)C(C(CC3=CC=CC=C3)OC(C(C(C)C)N(C)C(C(C(C)C)NC1=O)=O)=O)=O)=O)=O)=O
Lipopurealins	O=C(NCCC1=CNC(N)=N1)/C(CC2=CC(Br)=C(OCCCNC(CCCCCCCCCCCCCCCCCC)=O)C(Br)=C2)=N\O
Antibiotic S 213L	O=C(NC(CO)C(NC(CCCN)C(NC(CO)C(NC(CCCN)C(N(CCCC(C(NC1C(N(O)CCC1)=O)=O)N)O)=O)=O)=O)=O)C2=C(O)C(O)=CC=C2
Petrobactin	OC1=C(O)C=CC(C(NCCCNCCCCNC(CC(O)(C(O)=O)CC(NCCCCNCCCNC(C2=C(S(=O)(O)=O)C(O)=C(O)C=C2)=O)=O)=O)=O)=C1
^a-Lumicolchicine	COC12C(C(C32OC)C(C4C3=O)C5=C4C(NC(C)=O)CCC6=C5C(OC)=C(OC)C(OC)=C6)C7C(C8=C(C=C(OC)C(OC)=C8OC)CCC9NC(C)=O)=C9C7C1=O
5,6-Dihydromocimycin	O[C@@](O[C@@H](/C=C/C=C\C)C(C)1C)([C@@](CC)([H])C(NC/C=C/C=C(C)/[C@](OC)([H])[C@](C)([H])C([C@@H](O)[C@H]2O)OC2/C=C/C=C/C=C(C)/C(C3=C(O)CCNC3=O)=O)=O)[C@H](O)[C@@H]1O
Mocimycin	C/C=C\C=C\C(C(C)(C1O)C)OC(C(C(NC/C=C\C=C(C(OC)C(C2C(O)C(O)C(O2)/C=C\C=C\C=C(C)/C(C3=C(O)CCNC3=O)=O)C)/C)=O)CC)(C1O)O
Preulithiacyclamide	CC(C)CC(C1=NC(C(NC(CSSC2)C(NC(C(O)C)C(NC(C3=NC4=CS3)CC(C)C)=O)=O)=O)=CS1)NC(C(NC(C2NC4=O)=O)C(O)C)=O
Victorin M	CC(C1OC2=C(C(C(C2)O)=O)CC(C(O)=O)NC(/C(NC(C1NC(C(NC(C(CC(C(Cl)Cl)C)NC(CN)=O)=O)C(O)CCCN)=O)=O)=C/Cl)=O)C
Dolastatin 10	O=C(NC(C(N(C)C(C(OC)CC(N1CCCC1C(OC)C(C(NC(C2=NC=CS2)CC3=CC=CC=C3)=O)C)=O)C(C)CC)=O)C(C)C)C(N(C)C)C(CC)C
Nocardimicin	O=C(NC(CCCCN(O)C=O)C(OC(CCCCCCCCCCCCCCC)C(C)C(NC1CCCCN(O)C1=O)=O)=O)C2=COC(C3=C(O)C=CC=C3)=N2
Haligramide A	O=C(C1=CSC(C(NC2=O)CC3=CC=CC=C3)=N1)NC(CCS(C)=O)C(N(CCC4)C4C(N(CCC5)C5C(NC(CCSC)C(N6C2CCC6)=O)=O)=O)=O
Tubulysins	CN1CCCCC1C(NC(C(C)CC)C(N(COC(CC)=O)C(C(C)C)CC(C2=NC(C(NC(CC3=CC=CC=C3)CC(C)C(O)=O)=O)=CS2)OC(C)=O)=O)=O
Victorin B	O=C1C(CC(C(O)=O)NC(/C(NC2=O)=C/Cl)=O)=C(OC(C(C)C)C2NC(C(C(O)CCCN)NC(C(NC(C(O)O)=O)CC(C(Cl)Cl)C)=O)=O)CC1
Muraymycin C<p2>1<p0>	OC(C(C(C)C)NC(NC(C(N1)CCNC1=N)C(NC(C(O)C(C)C)C(NCCCNC(C(O)C2C(O)C(O)C(N(C(N3)=O)C=CC3=O)O2)C(O)=O)=O)=O)=O)=O
RA-VIII	CC(NC(C(N(C)C(C(N1C)=O)CC2=CC=C(OC3=CC(CC1C(NC(C(NC(C4=O)C(O)C)=O)C)=O)=CC=C3OC)C=C2)=O)=O)C(N4C)CC5=CC=C(OC)C=C5
Antibiotic WIN 66306	CC(C(C(NCC(N1)=O)=O)NC(CNC(C2CCCN2C(C(NC(CNC(C1C(C3=CC(CC=C(C)C)=C(O)C=C3)O)=O)=O)CC4=CNC5=C4C=CC=C5)=O)=O)=O)C
AN 201-II; Nbeta-Acetylstreptothricin D	O=C(NCC1O)C(C1N/2)NC2=N\[C@H]3[C@H](NC(CC(CCCNC(CC(CCCNC(CC(CCCN)N)=O)N)=O)NC(C)=O)=O)[C@@H]([C@@H](OC(N)=O)[C@@H](CO)O3)O
Streptothricin	O=C1NCC(O)C(N/2)C1NC2=N/C(C(C(O)C3OC(N)=O)NC(CC(NC(C)=O)CCCNC(CC(N)CCCNC(CC(N)CCCN)=O)=O)=O)OC3CO
Ansatrienin B	OC(C(CC/C=C(C1O)\C)=CC(OC2OC(CO)C(O)C(O)C2O)=C3)=C3NC(CC(OC)/C=C/C=C/C=C\CC(C1C)OC(C(C)NC(C4CCCCC4)=O)=O)=O
Pterulamide VI	CN(C(C1=CC=CC=C1)=O)C(C(C)C)C(N(C)C(C(C)C)C(N(C)C(C(C)C)C(NC(C(C)C)C(N(C)C(C(C)CC)C(N(C)C(C(O)=O)C(C)C)=O)=O)=O)=O)=O
Carboxymycobactins	CC1OC(C2=CC=CC=C2O)=NC1C(NC(C(OC(C(C)C(NC3C(N(O)CCCC3)=O)=O)CC)=O)CCCCN(O)C(/C=C\CCCCCCCC(O)=O)=O)=O
Antibiotic BE 32030	OC1=C(O)C=CC=C1C2=NC(C)(C(NC(CCCCN(O)C(CCC/C=C\CCCCCCCC)=O)C(OC(C)CC(NC3C(N(O)CCCC3)=O)=O)=O)=O)CO2
Nephilatoxin 2	O=C(C(CC(N)=O)NC(CC1=CNC2=C1C=CC(O)=C2)=O)NCCCCCNC(CCNCCCCNC(C(NC(C(N)CCCNC(N)=N)=O)CCCN)=O)=O
Tubulysins	CN1CCCCC1C(NC(C(C)CC)C(N(COC(C)=O)C(C(C)C)CC(C2=NC(C(NC(CC3=CC=C(O)C=C3)CC(C)C(O)=O)=O)=CS2)OC(C)=O)=O)=O
Nocardimicin	O=C(NC(CCCCN(O)C=O)C(OC(CCCCCCCCCCCCCCC)C(C)C(NC1CCCCN(O)C1=O)=O)=O)C2N=C(C3=C(O)C=CC=C3)OC2
Nairaiamide A	O=C(C(C(C)CC)NC(C(NC(C1N(C(C(NC(C(C(C)OC(C)(C)C=C)NC(C2C(C)C)=O)=O)C(CC)C)=O)CCC1)=O)C(CC)C)=O)N3CCCC3C(N2)=O
Tunicamycin 1; Streptovirudin B2a; Tunicamycin C	O=C(NC1=O)N(C=C1)[C@H](O[C@@H]2[C@H](O)C[C@H]3O[C@H]([C@H](NC(/C=C/CCCCCCCC(C)C)=O)[C@@H](O)[C@H]3O)O[C@H](O[C@@H](CO)[C@@H]4O)[C@@H](NC(C)=O)C4O)[C@H](O)[C@@H]2O
<h1>N<h0>-Deacyltunicamycin	OC(C(OC(OC(C(C1O)NC(C)=O)OC(C1O)CO)C2NC(/C=C\CCCCCCCC(C)C)=O)CC(C(OC3N4C=CC(NC4=O)=O)C(C3O)O)O)C2O
Naphthomycin A	O=C(/C(C)=C/C=C/C=C/C(C(CC1=O)O)C)NC(C(C2=CC(C)=C(O)C(C(/C(C)=C/C(C(O)C(C)/C=C/C(O)C/C=C1\C)C)=O)=C2C3=O)=O)=C3SCCNC(C)=O
Antibiotic GE 23077A<p2>1<p0>	NC(C(O)C(O)C(NC1=O)C(NC(C(NCC(O)C(NC(C(O)=O)C(NC(CNC(/C(C)=C/C)=O)C(NC(CO)C(NC1C(C)C)=O)=O)=O)=O)=O)C(O)C)=O)=O
Pacidamycin 4	NC(C(N(C)C(C(C(N/C=C1OC(C(C/1)O)N2C(NC(C=C2)=O)=O)=O)NC(C(NC(NC(C(O)=O)CC3=CNC4=C3C=CC=C4)=O)C)=O)C)=O)CC5=CC=CC(O)=C5
Formestin A	O=C(C(O)COC1=O)NC(C(NC(CC(O)=O)C(NC(C2=CNC3=C2C(OC)=CC=C3)C(O)=O)=O)=O)CNC(NCC1NC(C(CC(CC(C)CCC)C)C)=O)=O
Taxol	CC1=C(C(C(C2(C)C(O)CC3C(CO3)(OC(C)=O)C2C4OC(C5=CC=CC=C5)=O)=O)=O)C(C)(C)C4(O)CC1OC(C(O)C(C6=CC=CC=C6)NC(CCCCC)=O)=O
11-Hydroxy-2-(4-hydroxyphenyl)-1,5,9-triazacyclotridecan-4-one	O=C1CC(NCCC(O)CN(C(C(C)CC)=O)CCCN1)C2=CC=C(OC3C(OC4C(O)C(O)C(O)C(COC(C5=CC=CC=C5)=O)O4)C(O)C(O)C(C)O3)C=C2
Cycloaspeptide A	O=C(N(C)C(CC1=CC=CC=C1)C(NC(CC(C)C)C2=O)=O)C(C)NC(C(C=CC=C3)=C3NC(C(CC4=CC=C(OC5C(O)C(O)C(O)C(CO)O5)C=C4)N2C)=O)=O
A-3302-B; TL-119; A-3309-B	O=C(NC(C(C)C)C(NC(C)C(N/C(C(OC1C)=O)=C/C)=O)=O)C1NC(C(CC2=CC=CC=C2)NC(C(CC(C)C)NC(C(CC3=CC=CC=C3)NC(C)=O)=O)=O)=O
Heptamycin B	O=C(N/C(C(OC(C)C(NC(C(CC1=CC=CC=C1)NC(C(CC(C)C)NC(C(CC2=CC=CC=C2)NC(C)=O)=O)=O)=O)C3=O)=O)=C/C)C(NC(C(C(C)C)N3)=O)C
Phalloin	O=C1N2CC(O)CC2C(NC(C)C(NC(C(NC3CC(O)(CO)CO)=O)CC4=C(NC5=C4C=CC=C5)SCC1NC(C(NC(C(NC3=O)C)=O)C(C)O)=O)=O)=O
Streptovirudin B1a	O=C(NC1=O)N(CC1)[C@H](O[C@@H]2C(O)C[C@H]3O[C@H]([C@H](NC(/C=C/CCCCCCCC(C)C)=O)[C@@H](O)[C@H]3O)O[C@H](O[C@@H](CO)[C@@H]4O)[C@@H](NC(C)=O)C4O)[C@H](O)[C@@H]2O
<h1>N<h0>-Deacyltunicamycin	OC(C(OC(OC(C(C1O)NC(C)=O)OC(C1O)CO)C2NC(/C=C\CCCCCCCC(C)C)=O)CC(C(OC3N4CCC(NC4=O)=O)C(C3O)O)O)C2O
