NAME	Molecular Weight	SMILE Format	SOURCE	ACTIVITY
Capreomycin	652.718	NCCCC(N)CC(NCC(C(N/C(C(NC(C(N1)CCNC1=N)C(NCC2N)=O)=O)=C\NC(N)=O)=O)NC(C(NC2=O)C)=O)=O		
Foveoglin A	652.744	COC1=CC(OC)=CC2=C1C(O)(C3O)C(C4=CC=CC=C4)C(C(NCCCCNC(C5=CC=CC=C5)=O)=O)C3(C6=CC=C(OC)C=C6)O2		
Isofoveoglin	652.744	OC1C2(C3=CC=C(OC)C=C3)OC4=CC(OC)=CC(OC)=C4C1(O)C(C(NCCCCNC(C5=CC=CC=C5)=O)=O)C2C6=CC=CC=C6		
Ansatrienin B	652.785	O=C(C(NC(CC(OC)/C=C/C=C/C=C\CC(C1C)OC(C(C)NC(C2CCCCC2)=O)=O)=O)=C3)C(CC/C=C(C1O)\C)=C(O)C3=O		
Mycotrienol II	652.785	O=C(C(NC(CC(OC)/C=C/C=C/C=C\CC(C1C)O)=O)=C2)C(CC/C=C(C1OC(C(C)NC(C3CCCCC3)=O)=O)\C)=C(O)C2=O		
Ansatrienin B	652.829	OC(C(CC/C=C(C1O)\C)=CC(OC)=C2)=C2NC(CC(OC)/C=C/C=C/C=C\CC(C1C)OC(C(C)NC(C3CCCCC3)=O)=O)=O		
Sporidesmolides	652.874	O=C(NC(C1=O)C(C)C)C(C(C)C)OC(C(NC(C(NC(C(OC(C(N1C)CC(C)C)=O)C(C)C)=O)C(CC)C)=O)CC(C)C)=O		
Antibiotic WB 3559B	652.958	O=C(CC/C=C/CCCCCCCC(C)C)OC(CCCCCCCCCCCC(C)C)CC(NCC(N[C@@H](CO)C(O)=O)=O)=O		
Pyloricidin D	653.774	OCC(NC(C(CC(C)C)NC(C(NC(C(N)C(C)C)=O)C(C)C)=O)=O)C(O)C(O)C(O)C(NC(CC(O)=O)C1=CC=CC=C1)=O		
Neobonellin	653.824	CC1=CC(C=C2C(C)=C3CCC(O)=O)=NC1=CC(N4)=CC(C)=C4C=C(N=C5C=C3N2)C(C)(C5CCC(NC(C(OC)=O)C(C)CC)=O)C		
Pimaydolide	653.858	O=C(C(OC(C(CC(C)C)NC(C(C(C)C)NC(C(C(C)C)OC(C(N1C)CC(C)C)=O)=O)=O)=O)CC(C)C)OC(C1=O)C(C)C		
Pepstanone A	653.906	CC(C(C(NC(CC(C)C)C(O)CC(NC(C)C(NC(CC(C)C)C(C)=O)=O)=O)=O)NC(C(NC(CCCCC)=O)C(C)C)=O)C		
Halocyamine B	654.522	O=C(C(NC(C(CC1=CC(O)=C(O)C=C1)NC(C(N)C(C)O)=O)=O)CC2=CNC=N2)N/C=C/C3=CNC4=C3C=CC(Br)=C4		
Nikkomycin JH	654.586	O=C(NC1=O)N(C=C1CO)[C@@H]([C@H](O)[C@@H]2O)O[C@@H]2C(NC(C(N)C(C)C(O)C(N=C3)=CC=C3O)=O)C(NC(CCC(O)=O)C(O)=O)=O	(A) S. tendae Tue 901 (ATCC 31160, FERM-p 3136)	(Phyt.fungi, ) (Insecticid, )
Nikkomycin J<p2>H<p0>	654.586	O=C(N(C=C1CO)C(C2O)OC(C2O)C(C(NC(C(O)=O)CCC(O)=O)=O)NC(C(C(C)C(O)C3=CC=C(O)C=N3)N)=O)NC1=O		
Stellarin C	654.721	O=C(NC(C(CCO)C)C(NC(CC1=CC=CC=C1)C(NC(CC2=CC=CC=C2)C3=O)=O)=O)C(CO)NC(CNC(C(CO)N3)=O)=O		
Amaiouine	654.767	O=C(/C=C/C1=CC=CC=C1)N2CCCC2C(NC(C3=O)C(C4=CC=CC=C4)OC5=CC=C(/C=C\NC(C(CC6=CC=CC=C6)N3)=O)C=C5)=O		
Aeruginosin 98A	654.78	O=C(NCCCCNC(N)=N)C1CC2CCC(OS(=O)(O)=O)CC2N1C(C(NC(C(CC3=CC=C(O)C=C3)O)=O)C(CC)C)=O		
Ansatrienin B	654.801	OC(C(CC/C=C(C1O)\C)=CC(O)=C2)=C2NC(CC(OC)/C=C/C=C/C=C\CC(C1C)OC(C(C)NC(C3CCC(O)CC3)=O)=O)=O		
Anthranicin	654.853	O=C(N(C(CC(C)C)C(NC(C)C(NC(CC(C)C)C1=O)=O)=O)C)C2CCCCN2C(C3=C(NC(C(C(C)CC)N1)=O)C=CC=C3)=O		
Topostin D654	654.974	O=C(C(CO)NC(CNC(CC(OC(CCCCCCCCCCCC(C)C)=O)CCCCCCCCCCCC(C)C)=O)=O)O		
Cryptophycin 4	655.185	O=C(C(CC(C)C)OC(C(C)CN1)=O)OC(C/C=C/C(NC(CC2=CC(Cl)=C(OC)C=C2)C1=O)=O)C(C)C(O3)C3C4=CC=CC=C4		
Cryptophycin 18	655.185	O=C(C(C)CNC(C(CC1=CC=C(OC)C(Cl)=C1)N2)=O)OC(C(CC)C)C(OC(C(C)C(O3)C3C4=CC=CC=C4)C/C=C/C2=O)=O		
Geodiamolide G	655.53047	O=C(C(C)NC(C(C)C1)=O)N(C)C(CC2=CC(I)=C(O)C=C2)C(NC(C)C(OC(C)CC(C)C(C1=C)=O)=O)=O		
Neosiphoniamolide A	655.57447	OC1=C(I)C=C(CC(C(NC(C2=O)C(C)C)=O)N(C(CNC(C(C)C/C(C)=C/C(C)CC(O2)C)=O)=O)C)C=C1		
2-Amino-2-deoxy-^b-<h3>D<h0>-mannopyranosyl-(1~r4)-^a-<h3>D<h0>-glucopyranosyl-(1~r2)-<h3>L<h0>-rhamnose	655.603	CC(C(C1O)OC(C)=O)OC(C1OC(OC(C2OC3OC(C(O)C(C3NC(C)=O)O)CO)COC(C)=O)C(C2O)O)OC(C)=O		
Globomycin; SF-1902; SF-1902-A1	655.834	O=C(C(C)C(CCCCCC)OC1=O)N(C)C(CC(C)C)C(NC(C(C)CC)C(NC(CO)C(NC(C(C)O)C(NC1)=O)=O)=O)=O	S. halstedii 13912 (FERM-p 4063), S. neohygroscopicus subsp. globomyceticus 15631 (FERM-p 4060), S. hagronensis 17834 (FERM-p 4061), Streptoverticillium cinnamoneum 15037 (FERM-p 4062) S.  hygroscopicus sf-1902 (FERM-p 3277)	(B.subt., 100) (S.aureus, 200) (E.coli, 1.56-.2) (Shyg., 3.12) (K.pneum., 25-.2) (Ps.aer., 200) (Shyg., 1.56-12.5) (E.coli, .39) (Ps.aer., 100)
Antibiotic SF 1902	655.834	CC1C(N(C)C(CC(C)C)C(NC(C(CC)C)C(NC(CO)C(NC(C(O)C)C(NCC(OC1CCCCCC)=O)=O)=O)=O)=O)=O		
Antibiotic SUAM 20012	655.834	O=C(O)C(C(NC(C(C)C)C(NC(C(C)C)C(NC(C(CC)C)C(O)CC(NC(C)C(NC(C(CC)C)C(C)=O)=O)=O)=O)=O)=O)C		
<h1>Beauveria felina<h0> Destruxin analogue	655.837	O=C(C(C(C)C)N(C)C(C(NC1=O)CC2=CC=CC=C2)=O)N(C)C(C(C)C)C(NCCC(OC(CC(C)C)C(N3C1CCC3)=O)=O)=O		
Isaridins	655.837	CC(C)C(N(C)C(C(CC1=CC=CC=C1)NC(C2N3CCC2)=O)=O)C(N(C)C(C(C)C)C(NCCC(OC(CC(C)C)C3=O)=O)=O)=O		
Stevastelin B	655.874	CC(O)C(C1=O)NC(C(NC(C(C)C(O)C(C(OC(C(N1)COC(C)=O)=O)CCCCCCCCCCCCC)C)=O)C(C)C)=O		
Stevastelin C<p2>3<p0>	655.874	O=C(NC(C(N1)=O)C(O)C)C(NC(C(C(OC(C1COC(C)=O)=O)C(C(O)CCCCCCCCCCCCC)C)C)=O)C(C)C		
Arenamide C	655.896	CC(C(OC(C(CCSC)NC(C(C)NC(C(NC(C(C(C)C)N1)=O)CC(C)C)=O)=O)=O)CC(NCC1=O)=O)CCCCCC		
Serinocyclin A	656.694	O=C(C1(CC1)NC(C(CO)NC(C(CO)NC(CCNC2=O)=O)=O)=O)N3CC(O)CC3C(NC(C(NC2CCCCN)=O)CO)=O		
Thapsakin B	656.732	O=C(N1C(NC(C(C)CC)=O)CCC1)C2C(C3=CC=CC=C3)C(C4=CC=C(OC)C=C4)(C5OC(C)=O)OC6=CC7=C(OCO7)C=C6C25O		
Amphibine E	656.828	O=C1C2C(CCN2C(C(NC(C(NC)CC(C)C)=O)CC3=CNC4=C3C=CC=C4)=O)OC(C=C5)=CC=C5/C=C/NC(C(C(CC)C)N1)=O		
Cryptophycin 4	657.201	O=C(C(CC(C)C)OC(C(C)CN1)=O)OC(CC(O)CC(NC(CC2=CC(Cl)=C(OC)C=C2)C1=O)=O)C(C)/C=C/C3=CC=CC=C3		
Cryptophycin 26	657.201	O=C1NC(CC2=CC=C(OC)C(Cl)=C2)C(NCC(C)C(OC(CC(C)C)C(OC(CC(O)C(C)/C=C/C3=CC=CC=C3)C1)=O)=O)=O		
Geodiamolide L	657.54647	O=C(NC(CO)C(OC(C)CC(C)/C=C(C)/CC(C)C(NC(C1=O)C)=O)=O)C(N1C)CC(C=C2I)=CC=C2O		
Geodiamolide O	657.54647	O=C(NC(C)C(OC(C)CC(C)/C=C(C)/CC(C)C(NC(C1=O)CO)=O)=O)C(N1C)CC(C=C2I)=CC=C2O		
Seragamide A	657.54647	IC1=CC(CC(C(NC(C(OC(CC(C)/C=C(C)/CC(C(NC2)=O)C)C)=O)C(O)C)=O)N(C)C2=O)=CC=C1O		
Paromomycin	657.671	OCC(C1O)OC(OC2C(C(C(CC2N)NC(C)=O)O)OC(OC3CO)C(O)C3OC(OC(C4O)CN)C(C4O)N)C(C1O)N		
Cycloaspeptide A	657.768	O=C(N(C)C(CC1=CC=C(O)C=C1)C(NC(CC(C)C)C2=O)=O)C(C)NC(C(C=CC=C3)=C3NC(C(CC4=CC=C(O)C=C4)N2C)=O)=O		
Bingchamide B	657.812	O=C(C(CC(C)C)NC(C(NC(C(CC1=CC=CC=C1)N2)=O)CC3=COC=C3)=O)NC(C(CC)C)C(NC(CC4=CC=CC=C4)C2=O)=O		
Pregna-5,20-dien-3-ol	657.845	CC1(C2CCC34C)C(CC(OC(OC(C5OC(CCC)=O)COC(C)=O)C(C5OC(C)=O)NC(C)=O)CC1)=CCC2C4CCC3C=C		
GE 81112	658.07	OC1C(C(NC(CC(O)CNC(N)=O)C(NC(CC2=CN=C(N)N2)C(NC(C(C3=CN=C(Cl)N3)O)C(O)=O)=O)=O)=O)NCCC1		
Thapoxepine A	658.704	O=C1C2=C(OC)C(OCO3)=C3C=C2OC(C4=CC=C(OC)C=C4)(C(OC)=O)C(C5=CC=CC=C5)C1C(N6C(NC(C(C)C)=O)CCC6)=O		
Forbagline A	658.748	COC1=CC(OC)=CC(OC(C2=CC=C(OC)C=C2)(C(OC)=O)C(C3=CC=CC=C3)C4C(N5C(NC(C(C)CC)=O)CCC5)=O)=C1C4=O		
Antibiotic 15G256^d	658.749	O=C(NC(CO)C(OCC(CCCCCCCC)C(O)C(C)C1=O)=O)C(C(C2=CNC3=C2C=CC=C3)=O)NC(C(CCC(O)=O)N1)=O		
Fusaristatin A	658.881	O=C(C(C)CNC(C(N1)=C)=O)NC(C(OC(CCC(C)C(/C=C/C(C)=C/CCC(CCCCCC)C)=O)C(C)C1=O)=O)CCC(N)=O		
Argiopinin IV	658.893	OC1=CC=CC2=C1C(CC(NC(C(NCCCCCN(CCCNC(C(CCCNC(N)=N)N)=O)C)=O)CCCCN(C)C)=O)=CN2		
GE 81112	659.054	OC1C(C(NC(CC(O)COC(N)=O)C(NC(CC2=CN=C(N)N2)C(NC(C(C3=CN=C(Cl)N3)O)C(O)=O)=O)=O)=O)NCCC1		
Cryptophycin 4	659.601	O=C(C(CC(C)C)OC(C(C)CN1)=O)OC(C/C=C/C(NC(CC2=CC(Cl)=C(O)C(Cl)=C2)C1=O)=O)C(C)/C=C/C3=CC=CC=C3		
Antibiotic L 681217	659.817	OC1CC(C(C)C(OC)/C(C)=C/C=C/CNC(C(CC)C2(O)CC(O)C(O)(C)C(/C=C/C=C\C)O2)=O)OC1/C=C/C=C/C=C/C(O)=O		
Antibiotic NA 255	659.817	CCCCCCCC(CCCCCC/C=C/C(C(NC(C(O)=O)CC1=CC=C(OCC=C(C)C)C=C1)=O)C(O)(C(O)=O)CC(O)=O)=O		
Ganefromycin ^d<p2>1<p0>	659.817	CC(C(OC1(O)C(C(NC/C=C/C=C(C(OC)C(C(OC2/C=C\C=C\C=C\C(O)=O)CC2O)C)\C)=O)C)/C=C\C=C\C)(C(C1O)O)C		
Argiotoxin 659	659.837	OC1=CC=CC2=C1C(CC(NC(C(NCCCCCNCCCNCCCNC(C(N)CCCNC(N)=N)=O)=O)CC(N)=O)=O)=CN2		
Lansiolic acid	659.905	CC1(C)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)CCC(C3CCC4C(C)=CCC(C(C)=C)C4(CCC(O)=O)C)(C)C1CCC3=C		
Oleanolic acid 3-glycosides	659.905	CC1(C2CC=C3C4CC(C)(C)CCC4(C(O)=O)CCC13C)CCC(C2(CCC5OC(OC(C6O)CO)C(C6O)NC(C)=O)C)C5(C)C		
32,33,34,35-Bacteriohopanetetrol	660.041	CC1(CCC2C(C(CCC(C(C(CNC(C(CCCN)N)=O)O)O)O)C)CCC32C)C3CCC4C5(C)CCCC(C)(C)C5CCC41C		
Cephabacin H<p2>4<p0>	660.7	O=C1C(NC(CCCC(N)C(O)=O)=O)C2N1C(C(O)=O)=C(COC(CC(O)C(NC(C(CO)N)=O)CCCNC(N)=N)=O)CS2		
Dolastatin 3	660.809	O=C(NC(CCC(N)=O)C1=NC(C(NCC2=NC3=CS2)=O)=CS1)C(CC(C)C)NC(C(CCC4)N4C(C(C(C)C)NC3=O)=O)=O		
Ganefromycin ^d<p2>1<p0>	661.789	OC1C(C)(C)C(/C=C/C=C\C)OC(C(CO)C(NC/C=C/C=C(C)/C(O)C(C)C2OC(/C=C/C=C/C=C/C(O)=O)C(O)C2)=O)(O)C1O		
Dragomabin	661.844	C#CCCCCC(C)C(N(C)C(CC1=CC=CC=C1)C(NC(C)C(N(C)C(C)C(N(C)C(CC2=CC=C(OC)C=C2)C(N)=O)=O)=O)=O)=O		
Mucronine D	661.844	CC(CC)C(NC(C1C2CCN1C(C(CC(C)C)NC(C(N(C)C)CC3=CC=CC=C3)=O)=O)=O)C(N/C=C\C4=CC(O2)=CC=C4OC)=O		
Paliurine B	661.844	O=C(N/C=C\C1=C(OC)C=CC(O2)=C1)C(C(CC)C)NC(C3C2CCN3C(C(NC(C(C(CC)C)N(C)C)=O)CC4=CC=CC=C4)=O)=O		
Paliurine C	661.844	O=C1N/C=C\C2=C(OC)C=CC(OC(CCN3C(C(C(CC)C)NC(C(N(C)C)CC4=CC=CC=C4)=O)=O)C3C(NC1C(C)CC)=O)=C2		
Monamycins	661.845	O=C(N1NCCCC1C2=O)C3CCCNN3C(C(OC(C(C(C)C)NC(C4CCCN4C(C(N2C)CC(C)C)=O)=O)=O)C(CC)C)=O		
Xenematide	662.747	O=C(C(CC1=CNC2=C1C=CC=C2)NC(C(C(OC(CCNC3=O)=O)C)NC(CC4=CC=CC=C4)=O)=O)NC3CC5=CNC6=C5C=CC=C6		
Lydiamycin A	662.765	CC(NC(C1CC(C)C)=O)C([N]2=NCCCC2C(OCC(NC(C3CCC=NN3C(CC(C(O)=O)CCCCC)=O)=O)C(N1)=O)=O)=O		
Jasplakinolide S	662.784	O=C(C1(O)CC(N(C)C(C(NC(C(C)C/C(C)=C/C(CC(C)OC(CC(C2=CC=C(O)C=C2)N3)=O)C)=O)C)=O)C3=O)NC4=C1C=CC=C4		
Unnarmicin C	662.872	CC(C)CC(NC(C(NC(C(NC(CC(OC(C(N1)CC2=CC=CC=C2)=O)CCCCC)=O)CC(C)C)=O)CC3=CC=CC=C3)=O)C1=O		
Cepaciamide A	663.041	O=C1NCCCC1NC(CC(OC(C(CCCCCCCCC(C2)C2CCCCCC)O)=O)CCCCCCCCCCCCC)=O		
Hyalbiuronic acid	663.582	O=C(C1OC(OC2C(OC(C)=O)C(OC(OC(C)=O)C2NC(C)=O)COC(C)=O)C(C(C1OC(C)=O)OC(C)=O)OC(C)=O)OC		
Tunichrome Sp 1	663.684	OC1=C(O)C=CC(/C=C/NC(C2CCCN2C(CNC(C(CC3=CC=C(O)C(O)=C3)NC(C(N)CC4=CC=C(O)C(O)=C4)=O)=O)=O)=O)=C1		
Lydiamycin A	663.773	CC(NC(C1CC(C)C)=O)C(N2C(C(OCC(NC(C3CCC=NN3C(CC(C(O)=O)CCCCC)=O)=O)C(N1)=O)=O)CCCN2)=O		
Caulerpicin-2; N-Acylsphingosin	664.157	O=C(CCCCCCCCCCCCCCCCCCCCCCCC)NC(CO)C(O)/C=C/CCCCCCCCCCCCC	Caulerpa racemosa, Algae	(antimicrobial, )
2-Amino-19-methyl-4-eicosene-1,3-diol	664.157	CC(C)CCCCCCCCCCCCC/C=C/C(O)C(NC(CCCCCCCCCCCCCCCCCCCCC)=O)CO		
Volutamide E	664.277	BrC1=C(CCN(CCCNC(C(N(C)C)CC2=CC=C(OC)C(Br)=C2)=O)C)C=C(OC)C(Br)=C1		
Muracein A	664.666	O=C(N[C@@H](C)C(N[C@H](CCC(N[C@@H](CCC[C@@H](N)C(N)=O)C(O)=O)=O)C(O)=O)=O)[C@@H](C)O[C@@H]([C@@H]1O)[C@@H](CC(N)=O)C(O)O[C@@H]1CO	(A) nocardia orientalis sc 12842 (ATCC 39444)	(compet. ACE-inhib., 0.28)
Antibiotic WIN 64821	664.766	O=C1N2C3NC4=C(C3(C56C7=C(NC5N(C8=O)C(C(NC8CC9=CC=CC=C9)=O)C6)C=CC=C7)CC2C(NC1CC%10=CC=CC=C%10)=O)C=CC=C4		
Asperazine	664.766	O=C1NC(CC2=CC=CC=C2)C(NC1CC3=CNC4=C3C=CC=C4C56C7=CC=CC=C7NC5N(C(C(CC8=CC=CC=C8)NC9=O)=O)C9C6)=O		
Hirsutellide A	664.8	CCC(C)C(NC(C(OC(CN(C)C(C(NC(C(OC(CN1C)=O)CC2=CC=CC=C2)=O)C(CC)C)=O)=O)CC3=CC=CC=C3)=O)C1=O		
<h1>Nephila maculata<h0> Neurotoxin 3	664.809	OC1=C(CC(NC(C(NCCCCCNC(CCNCCCCNC(C(N)CCCNC(N)=N)=O)=O)=O)CC(N)=O)=O)C=CC(O)=C1		
Amphibine B	665.835	O=C(C(CC1=CC=CC=C1)NC2=O)N/C=C/C3=CC=C(OC(C42)CCN4C(C(NC(C(N(C)C)C(CC)C)=O)CC5=CC=CC=C5)=O)C=C3		
Jubanine C	665.835	O=C(C1CCCN1C(C(C(CC)C)N(C)C)=O)NC(C(NC2CC3=CC=CC=C3)=O)C(C4=CC=CC=C4)OC5=CC=C(/C=C\NC2=O)C=C5		
Scutianine A	665.835	CC(C)C1C(NC(C2CCCN2C(C(N(C)C)CC3=CC=CC=C3)=O)=O)C(NC(CC4=CC=CC=C4)C(N/C=C\C5=CC=C(O1)C=C5)=O)=O		
Triptotin L	665.917	CC(C(NC(CN1)=O)C(NC(CC(C)C)C(NC(C(NC(C)C(OC(CCCC(C)(C)CCCCC(C)C)CC1=O)=O)=O)C)=O)=O)C		
Lactariamide A	666.129	OCC(NC(C(O)CCCCCCCCCCCCCCCCCCCCCC)=O)C1OC1CCCCCCCCCCCCCC		
SQ 28370	666.682	O=C(N[C@@H](C)C(N[C@H](CCC(N[C@@H](CCC[C@@H](N)C(N)=O)C(O)=O)=O)C(O)=O)=O)[C@@H](C)O[C@H]([C@H](CO)NC(C)=O)[C@H](O)[C@@H](CO)O	Nabh4-reduction of muracein a	
Lavendomycin; FR 900201	666.781	O=C(C(C(C)N)NC(C(C(C)CCNC(N)=N)N)=O)N(CCCC1)[C@@H]1C(N(CCC2)[C@@H]2C(N/C(C(N[C@@H](CO)C(O)=O)=O)=C\C)=O)=O	(A) Streptomyces lavendulae subsp. brasilicus 1446 (FERM-p 5649)	(g-pos., )
Lavendomycin	666.781	N=C(N)NCCC(C)C(N)C(NC(C(N)C)C(N1CCCCC1C(N2CCCC2C(N/C(C(NC(C(O)=O)CO)=O)=C/C)=O)=O)=O)=O		
Dysinosin A	667.172	OC1C(O)CC(N(C(C(C(Cl)C(C)C)NC(C(OC)COS(=O)([O-])=O)=O)=O)C(C(NCCC(C2)=CC[N+]2=C(N)N)=O)C3)C3C1		
Tunicyclin A	667.717	OCC(C(N1C(C(NC2CO)=O)CCC1)=O)NC(CNC(C(C(C)C)N3C(C(CC(C)C)N(C(C(NC2=O)C4)=O)C4(O)C3O)=O)=O)=O		
Glycylalanylprolylmethionylphenylalanylvalinamide	667.764	NCC(NC(CO)C(N1C(CCC1)C(NC(CC2=CC=C(O)C=C2)C(NC(CC3=CC=CC=C3)C(NC(C(C)C)C(N)=O)=O)=O)=O)=O)=O		
Pyloricidin D	667.801	OCC(NC(C(CC(C)C)NC(C(NC(C(N)C(C)C)=O)CC(C)C)=O)=O)C(O)C(O)C(O)C(NC(CC(O)=O)C1=CC=CC=C1)=O		
Antibiotic JBIR 11	667.847	O=C(CC(O)C/C=C\C=C(C)\C(O)/C(CC)=C/C1C=CC(C(C)CC2)C2C1C(C3=CC=CN3)=O)NC(C(O)=O)CC4=CNC5=C4C=CC=C5		
SF-1902-A4a	667.889	O=C(C(C)C(CCCCCCC)OC(NC1)=O)N(C)C(C(C)CC)C(NC(C(C)CC)C(NC(CO)C(NC(C(C)C)C1=O)=O)=O)=O	S.hygroscopicus	(E. coli, )
BMG 59-R2	668.637762	O=P(O)(O)OCC(C(NC(CCC(N)=O)C(NC(CCC(O)=O)C(O)=O)=O)=O)NC(C(C(C)CC)NC(C(C(C)CC)N)=O)=O	[B] Bacillus megaterium bmg 59-r2 (FERM-p 6177)	(tumor inhib.)
Alphostatin	668.637762	CCC(C(C(NC(C(NC(COP(O)(O)=O)C(NC(CCC(N)=O)C(NC(CCC(O)=O)C(O)=O)=O)=O)=O)C(C)CC)=O)N)C		
Capreomycin; Capromycin; Caprolin; Capatstat; Capostatin; Capreomycin-IA; A-250-II; 29275	668.717	N=C(NCC1)N[C@]1([H])[C@](C(NC[C@@H]2N)=O)([H])NC(/C(NC(C(CNC(CC(CCCN)N)=O)NC([C@H](CO)NC2=O)=O)=O)=C/NC(N)=O)=O	S.capreolus, Dactylosporangium variesporum	(B.subt., 6) (S.aureus, 100) (K.pneum., 62) (E.coli, 100) (P. vulg., 100) (Shyg., 100) (Mycob.tub., 3) (Fungi, 25) (g-pos., ) (mycobacteria)
Capreomycin; Capromycin; Caprolin; Capatstat; Capostatin; Capreomycin-IA; A-250-II; 29275	668.717	N=C(NCC1)N[C@]1([H])[C@](C(NC[C@@H]2N)=O)([H])NC(/C(NC(C(CNC(CC(CCCN)N)=O)NC([C@H](CO)NC2=O)=O)=O)=C/NC(N)=O)=O	S.capreolus, Dactylosporangium variesporum	(B.subt., 6) (S.aureus, 100) (K.pneum., 62) (E.coli, 100) (P. vulg., 100) (Shyg., 100) (Mycob.tub., 3) (Fungi, 25) (g-pos., ) (mycobacteria)
Capreomycin	668.717	NCCCC(N)CC(NCC(C(N/C(C(NC(C(N1)CCNC1=N)C(NCC2N)=O)=O)=C\NC(N)=O)=O)NC(C(NC2=O)CO)=O)=O		
Mycenaaurin A	668.784	OC(C=C(/C=C/C=C/C=C/C=C/C=C/C=C/CC(CC/C=C/CC(OCCC(NC(C)=O)C(O)=O)C)O)O1)=C(CCC(N)C(O)=O)C1=O		
Miraziridine A	668.793	NC(NCCCC(NC(C(CC)NC(CC(O)C(CC(C)C)NC(C(CC(C)C)NC(C1NC1C(O)=O)=O)=O)=O)=O)/C=C/C(O)=O)=N		
Comoramide A	668.854	CC(NC(C1N=C(C(N2)CC3=CC=CC=C3)OC1C)=O)C4=NC(C(NC(C(CC)C)C(NC(C(C)OC(C)(C)C=C)C2=O)=O)=O)CS4		
Criamide A	668.884	CC(C(NC)C(NC(C(C)(C)C)C(N(C)C(C(C)C)/C=C(C)/C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)(C)C1=CNC2=CC=CC=C21		
Cryptophycin 4	669.212	O=C(C(CC(C)C)OC(C(C)(C)CN1)=O)OC(C/C=C/C(NC(CC2=CC(Cl)=C(OC)C=C2)C1=O)=O)C(C)C(O3)C3C4=CC=CC=C4		
Geodiamolide TA	669.60147	CC1C/C(C)=C/C(C)CC(OC(C(NC(C(CC2=CC(I)=C(O)C=C2)N(C)C(C(NC1=O)C)=O)=O)C(C)C)=O)C		
Tuberactinomycin-O	669.701	N=C(NCC1)N[C@]1([H])[C@](C2=O)([H])NC(/C(NC(C(CO)NC(C(CO)NC(C(NC(C[C@@H](CCCN)N)=O)CN2)=O)=O)=O)=C/NC(N)=O)=O	S.griseoverticillatus-tuberacticus	(B.subt., 10) (S.aureus, 100) (S.lutea, 50) (E.coli, 100) (Shyg., 100) (K.pneum., 50) (Mycob.tub., 5) (g-pos., ) (g-neg., ) (mycobacteria)
SF-1902-A4a	669.861	O=C(C(C)C(CCCCCCC)OC1=O)N(C)C(CC(C)C)C(NC(C(C)CC)C(NC(CO)C(NC(C(C)O)C(NC1)=O)=O)=O)=O	(A) S. hygroscopicus sf-1902 (FERM-p 3277)	(g-neg., )
SF-1902-A4b	669.861	O=C(C(C)C(CCCCCCCC)OC1=O)N(C)C(CC(C)C)C(NC(C(C)C)C(NC(CO)C(NC(C(C)O)C(NC1)=O)=O)=O)=O	(A) S. hygroscopicus sf-1902 (FERM-p 3277)	(g-neg., )
Antibiotic SF 1902	669.861	O=C(NC(C(C)C)C(NC(C(NC(C(NCC(OC(C(C)C1=O)CCCCCCCC)=O)=O)C(O)C)=O)CO)=O)C(N1C)CC(C)C		
Antibiotic SUAM 20012	669.861	O=C(OC)C(C(NC(C(C)C)C(NC(C(C)C)C(NC(C(CC)C)C(O)CC(NC(C)C(NC(C(CC)C)C(C)=O)=O)=O)=O)=O)=O)C		
Isaridins	669.864	CC(C)C(N(C)C(C(CC1=CC=CC=C1)NC(C2N3CCC2C)=O)=O)C(N(C)C(C(C)C)C(NCCC(OC(CC(C)C)C3=O)=O)=O)=O		
Pseudodestruxin B	669.864	O=C(C(CC1=CC=CC=C1)NC(C2CCCN2C(C(O3)CC(C)C)=O)=O)N(C)C(C(C)C)C(N(C)C(CC(C)C)C(NCCC3=O)=O)=O		
Pseudodestruxin C	669.864	CC1CCN(C(C(CC(C)C)OC2=O)=O)C1C(NC(C(N(C(C(C)C)C(N(C)C(C(NCC2)=O)C(C)C)=O)C)=O)CC3=CC=CC=C3)=O		
Pretubulysin	669.926	O=C(NC(CC1=CC=CC=C1)CC(C)C(O)=O)C2=CSC(CCC(C(C)C)N(C)C(C(C(CC)C)NC(C3CCCCN3C)=O)=O)=N2		
Miuraenamide A	670.601	OC1=C(Br)C=C(CC(N(C)C(C(NC(CCC/C=C(C)/CCC(C)OC2=O)=O)C)=O)C(N/C2=C(C3=CC=CC=C3)/O)=O)C=C1		
Glycylalanylprolylmethionylphenylalanylvalinamide	670.816	NCC(N1C(CCC1)C(N2C(CCC2)C(NC(CCCNC(N)=N)C(NC(CC3=CC=CC=C3)C(NC(C(C)C)C(N)=O)=O)=O)=O)=O)=O		
3,14-Dihydroxybufa-20,22-dienolide	670.848	O=C1C=CC(C2C3(C)CCC4C5(CCC(OC(CCCCC(NC(C(O)=O)CCCNC(N)=N)=O)=O)CC5CCC4C3(O)CC2)C)=CO1		
Amphibine E	670.855	O=C1C2C(CCN2C(C(NC(C(N(C)C)CC(C)C)=O)CC3=CNC4=C3C=CC=C4)=O)OC(C=C5)=CC=C5/C=C/NC(C(C(CC)C)N1)=O		
Seragamide A	671.57347	IC1=CC(CC(C(NC(C(OC(CC(C)/C=C(C)/CC(C(NC2C)=O)C)C)=O)C(O)C)=O)N(C)C2=O)=CC=C1O		
